Map,Killer,# Finished generators,# Escaped Survivors,Comments,# Hatch escapes,Season,SBMM
HAW,Trapper,5,1,1 hatch + mega trash + camp + skilled team,1,May,FALSE
CP,Legion,4,1,1 hatch,1,May,FALSE
MCM,Nurse,5,4,Camp,0,May,FALSE
BAP,Wraith,2,0,,0,May,FALSE
OR,Huntress,2,0,Idiot team,0,May,FALSE
AVW,Cannibal,2,1,1 hatch,1,May,FALSE
CP,Trapper,5,3,AFK only hitting,0,May,FALSE
YAM,Nurse,0,3,Killer DC + 1 DC,0,May,FALSE
YAM,Cannibal,4,0,Camp + Tunnel + Insidious,0,May,FALSE
MCM,Demogorgon,1,0,Portals all over the place,0,May,FALSE
RF,Doctor,2,0,DH + 1 DC,0,May,FALSE
AVW,Deathslinger,0,4,Killer DC,0,May,FALSE
HA,Doctor,2,0,DH + HG + NOED,0,May,FALSE
RF,Clown,1,0,Idiot team,0,May,FALSE
SH,Nurse,5,2,Mega noob + NOED + Camp,0,May,FALSE
LER,Hag,4,1,1 hatch + DH (3 Moris) + iridescent add-on,1,May,FALSE
BAP,Deathslinger,1,0,1 DC + Idiot team,0,May,FALSE
CF,Wraith,5,0,Extremely skilled team,0,May,FALSE
MCM,Deathslinger,5,1,,0,May,FALSE
SH,Huntress,0,1,1 hatch,1,May,FALSE
AVW,Legion,4,1,1 hatch (key),1,May,FALSE
CF,Plague,2,0,,0,May,FALSE
CF,Ghost Face,1,0,DH (2 Moris),0,May,FALSE
MCM,Freddy,3,0,,0,May,FALSE
CF,Wraith,1,0,,0,May,FALSE
MCM,Trapper,5,3,,0,May,FALSE
MCM,Trapper,4,0,Idiot team,0,May,FALSE
CF,Trapper,4,1,1 hatch,1,May,FALSE
OR,Deathslinger,3,1,Skilled teammate with flip-flop + ps / in-extremis gate escape,0,May,FALSE
AVW,Freddy,5,4,,0,May,FALSE
DDS,Trickster,5,4,,0,May,FALSE
BWS,Huntress,4,0,Vengeful slug without any justification,0,May,FALSE
DDS,Wraith,4,0,,0,May,FALSE
AVW,Deathslinger,5,2,,0,May,FALSE
RF,Freddy,5,2,1 hatch + Farm + 1 DC,1,May,FALSE
RF,Wraith,3,0,,0,May,FALSE
MCM,Trickster,3,0,,0,May,FALSE
OR,Spirit,5,2,noob + camp,0,May,FALSE
AVW,Doctor,2,0,Slugfest + Kobe,0,May,FALSE
AVW,Spirit,4,1,1 hatch,1,May,FALSE
CP,Nurse,4,1,1 hatch,1,May,FALSE
YAM,Pig,5,3,1 DC right in front of the gate,0,May,FALSE
CP,Pyramid Head,2,0,,0,May,FALSE
MCM,Nurse,4,0,Slugfest+ missed pallet,0,May,FALSE
CP,Wraith,3,0,Mega slugfest (2 dhemorrhages),0,May,FALSE
DDS,Huntress,5,3,1 Mori + pseudo-farm afterwards,0,May,FALSE
MCM,Cannibal,2,0,Camp,0,May,FALSE
AVW,Plague,4,0,Tunnel + 2 Moris + double iri add-ons,0,May,FALSE
GID,Wraith,2,0,,0,May,FALSE
CF,Myers,1,0,Massacre,0,May,FALSE
AVW,Demogorgon,1,0,Tunnel,0,May,FALSE
AVW,Spirit,2,0,,0,May,FALSE
DDS,Blight,0,0,,0,May,FALSE
CF,Myers,3,0,,0,May,FALSE
YAM,Deathslinger,1,0,Tunnel,0,May,FALSE
CF,Legion,2,1,Killer let us escape through the gates,0,May,FALSE
MCM,Plague,3,0,1 suicide,0,May,FALSE
CP,Huntress,2,0,Slugfest,0,May,FALSE
BWS,Hag,2,0,Camp,0,May,FALSE
YAM,Deathslinger,0,1,1 hatch,1,May,FALSE
CP,Wraith,5,1,Face Camp + NOED,0,May,FALSE
BAP,Hillbilly,0,0,,0,May,FALSE
BWS,Deathslinger,5,2,Power Struggle + Farm,0,May,FALSE
BAP,Huntress,3,0,Camp + slugging face camp,0,May,FALSE
BWS,Ghost Face,4,1,teammate cooperates with the killer + 1 DC,0,May,FALSE
MCM,Trapper,5,4,,0,May,FALSE
BWS,Hag,2,1,1 hatch,1,May,FALSE
MCM,Nurse,0,0,,0,May,FALSE
HAW,Spirit,3,4,DH + HG + Undying + Killer DC,0,May,FALSE
SH,Pig,5,3,Mega Noob,0,May,FALSE
AVW,Plague,4,0,,0,May,FALSE
MCM,Trickster,5,2,,0,May,FALSE
SH,Nurse,0,0,Idiot team,0,May,FALSE
CP,Myers,5,4,Slugfest + Farm,0,May,FALSE
RF,Demogorgon,1,0,,0,May,FALSE
MCM,Clown,4,0,iridescent add-on,0,May,FALSE
HAW,Demogorgon,3,1,1 hatch + Camp,1,May,FALSE
MCM,Cannibal,5,0,Insidious Camp,0,May,FALSE
MCM,Freddy,5,4,Killer let us escape through the gates,0,May,FALSE
YAM,Trickster,5,2,,0,May,FALSE
YAM,Hillbilly,4,3,3 hatches (key) + palette save + camp,3,May,FALSE
HAW,Pig,5,4,,0,May,FALSE
CF,Doctor,1,1,1 hatch + nice killer,1,May,FALSE
MCM,Doctor,4,0,,0,May,FALSE
AVW,Doctor,3,0,,0,May,FALSE
BAP,Plague,2,2,2 DC + Killer DC,0,May,FALSE
MCM,Nurse,4,0,Tunnel,0,May,FALSE
AVW,Trickster,5,0,,0,May,FALSE
HAW,Pig,1,0,,0,May,FALSE
AVW,Freddy,2,1,1 hatch,1,May,FALSE
HAW,Huntress,5,4,1 hatch + camp,1,May,FALSE
YAM,Ghost Face,2,0,Idiot team ++,0,May,FALSE
CF,Plague,5,2,,0,May,FALSE
YAM,Demogorgon,4,0,,0,May,FALSE
MCM,Cannibal,1,0,Russian roulette,0,May,FALSE
BWS,Pig,2,0,Slugfest + Russian roulette,0,May,FALSE
SH,Myers,5,3,Russian roulette,0,May,FALSE
MCM,Huntress,3,0,Russian roulette,0,May,FALSE
CF,Twins,5,0,Russian roulette,0,May,FALSE
OR,Pyramid Head,2,0,Russian roulette,0,May,FALSE
AVW,Trapper,2,1,1 DC at the very start + idiot team + 1 hatch (offering),1,May,FALSE
YAM,Doctor,2,0,,0,May,FALSE
HA,Pig,5,1,Mega trash + bodyblock trap boxes (3 deaths by trap),0,May,FALSE
BAP,Pyramid Head,5,3,,0,May,FALSE
RF,Clown,5,3,Mega tunnel + Camp,0,May,FALSE
MCM,Hag,4,0,Tunnel + Camp,0,May,FALSE
MCM,Spirit,5,4,,0,May,FALSE
AVW,Freddy,3,0,1 DC,0,May,FALSE
MCM,Nurse,4,1,1 hatch,1,May,FALSE
BAP,Huntress,5,2,,0,May,FALSE
OR,Blight,5,4,,0,May,FALSE
CF,Wraith,4,1,1 hatch (given by the killer),1,May,FALSE
BAP,Trapper,5,4,,0,May,FALSE
MCM,Ghost Face,3,1,1 hatch (key) + 1 hemorrhage,1,May,FALSE
MCM,Huntress,5,4,,0,May,FALSE
CP,Spirit,5,3,,0,May,FALSE
MCM,Doctor,4,0,Tunnel,0,May,FALSE
RF,Spirit,3,0,,0,May,FALSE
HA,Doctor,2,1,Tunnel + Killer let us escape through the gates,0,May,FALSE
CP,Hag,5,2,NOED,0,May,FALSE
MCM,Blight,2,0,Iridescent add-on,0,May,FALSE
CF,Twins,3,0,Slugfest ++,0,May,FALSE
CP,Wraith,4,1,1 hatch,1,May,FALSE
YAM,Oni,5,3,Tunnel + Stupid killer,0,May,FALSE
BAP,Clown,5,3,Face Camp,0,May,FALSE
BWS,Legion,5,3,Farm,0,May,FALSE
GID,Deathslinger,4,3,1 hatch (key),1,May,FALSE
GID,Myers,1,0,Scratched mirror,0,May,FALSE
MCM,Legion,5,0,Idiot team,0,May,FALSE
GID,Huntress,1,1,,0,May,FALSE
MCM,Spirit,2,0,DH + HG + NOED + Idiot team,0,May,FALSE
RF,Myers,3,0,Unlimited Tier 3,0,May,FALSE
RF,Nurse,2,0,,0,May,FALSE
GID,Wraith,5,1,NOED,0,May,FALSE
CP,Plague,2,1,1 hatch,1,May,FALSE
CP,Spirit,3,0,,0,May,FALSE
HA,Freddy,0,0,,0,May,FALSE
CP,Legion,1,0,,0,May,FALSE
OR,Nurse,0,1,1 hatch (given),1,May,FALSE
MCM,Legion,1,0,,0,May,FALSE
AVW,Nurse,0,0,1 DC,0,May,FALSE
MCM,Plague,0,0,Slugfest + Idiot team,0,May,FALSE
CP,Doctor,3,0,1 DC,0,May,FALSE
BWS,Demogorgon,3,1,1 hatch + 1 suicide,1,May,FALSE
AVW,Wraith,3,1,1 hatch,1,May,FALSE
BWS,Clown,4,0,,0,May,FALSE
LER,Spirit,3,0,Tunnel + 1 DC,0,May,FALSE
RF,Cannibal,5,2,very good chases + NOED,0,May,FALSE
MCM,Huntress,2,0,,0,May,FALSE
CF,Pig,2,0,,0,May,FALSE
CF,Nurse,5,3,NOED + Camp,0,May,FALSE
CF,Wraith,3,0,,0,May,FALSE
AVW,Trapper,3,1,1 hatch (key) + idiot team,1,May,FALSE
BWS,Doctor,3,0,1 Mori + Iridescent add-on,0,May,FALSE
CP,Doctor,4,0,,0,May,FALSE
YAM,Cannibal,2,0,1 Kobe,0,May,FALSE
YAM,Pyramid Head,4,0,Camp + NOED,0,May,FALSE
RF,Huntress,5,1,Proxy Camp,0,May,FALSE
HA,Freddy,3,0,,0,May,FALSE
HA,Nurse,5,3,2 unbroken,0,May,FALSE
BWS,Huntress,0,0,Proxy Camp,0,May,FALSE
AVW,Pig,4,0,,0,May,FALSE
CP,Hillbilly,4,1,Killer let us escape through the gates,0,May,FALSE
YAM,Legion,3,0,,0,May,FALSE
MCM,Nurse,5,3,,0,May,FALSE
AVW,Myers,3,1,1 hatch,1,May,FALSE
MCM,Blight,3,0,,0,May,FALSE
AVW,Trickster,5,1,1 DC,0,May,FALSE
BAP,Oni,5,2,Idiot team,0,May,FALSE
LER,Trapper,0,0,Basement catastrophe,0,May,FALSE
BAP,Blight,3,1,1 hatch (given),1,May,FALSE
BWS,Hag,1,0,1 Mori (DH),0,May,FALSE
BWS,Doctor,3,0,,0,May,FALSE
BAP,Pyramid Head,5,2,Farm at the end,0,May,FALSE
CF,Myers,4,1,1 hatch,1,May,FALSE
HA,Blight,4,1,1 hatch (given),1,May,FALSE
HAW,Deathslinger,2,0,Tunnel,0,May,FALSE
MCM,Huntress,0,1,1 hatch + Idiot team ++ but nice killer,1,May,FALSE
HA,Spirit,3,1,Weird farm + 1 hatch,1,May,FALSE
CF,Myers,2,1,1 hatch given,1,May,FALSE
CP,Ghost Face,2,0,Camp,0,May,FALSE
OR,Pig,3,0,,0,May,FALSE
AVW,Blight,2,0,,0,May,FALSE
DDS,Wraith,3,0,Farm,0,May,FALSE
CF,Legion,2,0,Tunnel,0,May,FALSE
BAP,Plague,5,2,1 hatch (key),1,May,FALSE
AVW,Cannibal,1,0,,0,May,FALSE
GID,Spirit,1,1,Camp +killer let us escape through the gates,0,May,FALSE
DDS,Huntress,5,3,Farm,0,May,FALSE
CP,Plague,5,4,Killer DC,0,May,FALSE
BAP,Nurse,5,1,Killer let us escape through the gates,0,May,FALSE
OR,Doctor,3,0,Tunnel,0,May,FALSE
CP,Cannibal,4,1,1 hatch (key),1,May,FALSE
BAP,Spirit,0,0,Tunnel + Idiot team,0,May,FALSE
AVW,Pyramid Head,3,1,1 hatch + idiot team,1,May,FALSE
GID,Plague,5,4,,0,May,FALSE
OR,Freddy,2,1,1 hatch,1,May,FALSE
AVW,Plague,2,0,,0,May,FALSE
CF,Pyramid Head,2,0,,0,May,FALSE
SH,Trickster,3,0,,0,May,FALSE
GID,Spirit,3,0,,0,May,FALSE
LER,Hillbilly,2,0,,0,May,FALSE
GID,Pig,3,1,1 hatch,1,May,FALSE
AVW,Huntress,5,2,Tunnel,0,May,FALSE
CF,Hillbilly,4,1,1 hatch + Tunnel + Face Camp,1,May,FALSE
AVW,Hillbilly,5,2,1 Mori,0,May,FALSE
YAM,Huntress,4,1,1 hatch + Camp + farm at the end,1,May,FALSE
CP,Blight,2,0,,0,May,FALSE
GID,Spirit,4,1,1 hatch + DH (totem camp),1,May,FALSE
RF,Spirit,5,1,,0,May,FALSE
AVW,Cannibal,3,0,,0,May,FALSE
BWS,Demogorgon,3,0,,0,May,FALSE
SH,Huntress,3,0,,0,May,FALSE
SH,Cannibal,3,0,Anti-tunnel,0,May,FALSE
LER,Hag,5,1,,0,May,FALSE
DDS,Cannibal,1,0,Basement Camp,0,May,FALSE
BWS,Hag,4,0,Adept + 4 Moris (DH),0,May,FALSE
CP,Oni,3,0,,0,May,FALSE
OR,Trickster,4,2,2 hatches (special play),2,May,FALSE
MCM,Blight,2,1,1 hatch + farm + 2 DC + 1 AFK,1,May,FALSE
LER,Deathslinger,3,1,Killer let us escape through the gates,0,May,FALSE
RF,Trapper,5,4,,0,May,FALSE
YAM,Hag,5,2,Farm,0,May,FALSE
AVW,Nurse,2,0,Tunnel,0,May,FALSE
AVW,Trickster,0,0,1 DC + Trash killer,0,May,FALSE
AVW,Hag,5,2,,0,May,FALSE
OR,Wraith,3,0,DH,0,May,FALSE
BWS,Myers,1,1,Killer let us escape through the gates,0,May,TRUE
RF,Hillbilly,2,0,Tunnel + trash killer,0,May,TRUE
AVW,Doctor,2,1,1 hatch (given),1,May,TRUE
OR,Huntress,5,4,Rank 20 killer,0,May,TRUE
SH,Huntress,5,2,Farm at the end + hatch,1,May,TRUE
AVW,Myers,2,0,,0,May,TRUE
RF,Hillbilly,2,1,1 hatch,1,May,TRUE
CF,Nurse,5,4,Mega noob,0,May,TRUE
YAM,Plague,2,0,Crouched glitch (again!!),0,May,TRUE
MCM,Freddy,4,0,Idiot Team,0,May,TRUE
LER,Ghost Face,3,1,1 hatch,1,May,TRUE
SH,Trickster,5,1,AFK  teammate + Camp + Tunnel,0,May,TRUE
OR,Spirit,5,1,,0,May,TRUE
CP,Huntress,5,4,Mega noob,0,May,TRUE
MCM,Wraith,5,4,Farm,0,May,TRUE
BWS,Demogorgon,3,0,,0,May,TRUE
MCM,Ghost Face,3,0,,0,May,TRUE
AVW,Hillbilly,1,0,Idiot team,0,May,TRUE
RF,Huntress,5,1,,0,May,TRUE
YAM,Spirit,2,0,,0,May,TRUE
BWS,Spirit,5,1,Rancor,0,May,TRUE
OR,Trickster,2,0,,0,May,TRUE
HAW,Legion,2,0,Tunnel,0,May,TRUE
DDS,Oni,3,0,,0,May,TRUE
CF,Doctor,3,1,Tunnel + Camp + 1 hatch,1,May,TRUE
AVW,Trapper,3,1,1 hatch,1,May,TRUE
CF,Doctor,4,0,,0,May,TRUE
MCM,Blight,3,1,1 hatch,1,May,TRUE
AVW,Ghost Face,5,3,stupid (high rank) killer + Camp,0,May,TRUE
BAP,Cannibal,3,1,Mega noob + Face Camp + 1 hatch,1,May,TRUE
CF,Trickster,5,2,1 hatch,1,May,TRUE
BAP,Plague,4,0,,0,May,TRUE
BWS,Clown,3,0,,0,May,TRUE
HAW,Spirit,5,4,,0,May,TRUE
YAM,Trapper,4,1,1 hatch,1,May,TRUE
MCM,Pyramid Head,2,0,1 suicide,0,May,TRUE
MCM,Trapper,4,1,1 hatch (given),1,May,TRUE
BWS,Deathslinger,3,1,1 DC + 1 suicide + 1 hatch,1,May,TRUE
CP,Spirit,2,0,,0,May,TRUE
BAP,Cannibal,0,0,,0,May,TRUE
DDS,Freddy,4,0,Camp,0,May,TRUE
AVW,Demogorgon,3,1,1 hatch,1,May,TRUE
AVW,Freddy,2,0,,0,May,TRUE
GID,Huntress,4,0,,0,May,TRUE
MCM,Doctor,3,0,,0,May,TRUE
DDS,Legion,4,1,1 hatch (given) ,1,May,TRUE
CP,Clown,5,1,Killer let us escape through the gates,0,May,TRUE
BAP,Pyramid Head,5,2,,0,June,TRUE
DDS,Cannibal,0,0,1 DC + Insidious Face Camp + Kobe,0,June,TRUE
AVW,Myers,4,1,Basement Face Camp,0,June,TRUE
MCM,Deathslinger,3,1,Tunnel + 1 hatch (given),1,June,TRUE
BAP,Deathslinger,3,1,1 hatch (given),1,June,TRUE
AVW,Pyramid Head,3,1,1 hatch,1,June,TRUE
AVW,Cannibal,4,1,1 hatch,1,June,TRUE
BAP,Trapper,5,4,,0,June,TRUE
BAP,Clown,5,3,,0,June,TRUE
GID,Trapper,4,0,,0,June,TRUE
GID,Blight,0,0,,0,June,TRUE
OR,Cannibal,0,0,,0,June,TRUE
SH,Pig,5,2,1 death by trap,0,June,TRUE
MCM,Huntress,3,0,Tunnel,0,June,TRUE
LER,Trapper,3,0,Fake Farm,0,June,TRUE
BWS,Blight,2,0,,0,June,TRUE
AVW,Huntress,4,0,No mither,0,June,TRUE
CP,Trickster,0,0,,0,June,TRUE
MCM,Wraith,5,3,,0,June,TRUE
YAM,Spirit,4,1,1 hatch + Idiot team,1,June,TRUE
BWS,Trapper,3,0,Massacre in the basement,0,June,TRUE
MCM,Freddy,3,0,Tunnel,0,June,TRUE
CF,Huntress,1,0,,0,June,TRUE
BWS,Trapper,5,4,Farm,0,June,TRUE
OR,Cannibal,0,0,Texas Chainsaw Massacre,0,June,TRUE
RF,Trapper,3,0,Really trash killer,0,June,TRUE
LER,Trickster,0,4,Killer DC,0,June,TRUE
CF,Plague,5,2,,0,June,TRUE
MCM,Cannibal,5,2,Loop god teammate,0,June,TRUE
BAP,Huntress,2,0,,0,June,TRUE
SH,Hag,4,1,1 hatch + 1 DC right in the middle of their death,1,June,TRUE
HA,Trapper,5,2,Perkless killer+ GG,0,June,TRUE
MCM,Nemesis,4,1,1 hatch + idiot team,1,June,TRUE
CF,Nemesis,5,2,,0,June,TRUE
DDS,Cannibal,5,2,Chili but still face camps,0,June,TRUE
LER,Nemesis,4,0,,0,June,TRUE
MCM,Nemesis,2,0,,0,June,TRUE
AVW,Nemesis,2,0,,0,June,TRUE
MCM,Nemesis,2,1,Killer let us escape through the gates,0,June,TRUE
MCM,Nemesis,5,0,Flash bang save!,0,June,TRUE
MCM,Spirit,3,0,Tunnel + Mega Trash,0,June,TRUE
CP,Nemesis,3,0,,0,June,TRUE
MCM,Plague,2,0,,0,June,TRUE
MCM,Pyramid Head,5,2,,0,June,TRUE
RF,Nemesis,3,0,2 Moris,0,June,TRUE
MCM,Wraith,5,0,Camp and bodyblock in the basement,0,June,TRUE
CP,Nemesis,4,0,Facecamp,0,June,TRUE
MCM,Nemesis,5,2,,0,June,TRUE
AVW,Huntress,5,3,,0,June,TRUE
AVW,Nemesis,4,0,,0,June,TRUE
AVW,Nemesis,2,0,,0,June,TRUE
OR,Deathslinger,5,0,,0,June,TRUE
HAW,Huntress,2,0,Idiot team,0,June,TRUE
AVW,Nemesis,3,1,1 DC + 1 hatch,1,June,TRUE
SH,Cannibal,3,0,,0,June,TRUE
BWS,Nemesis,5,3,Proud moment + vengeful facecamp,0,June,TRUE
SH,Doctor,3,0,Ultimate trash,0,June,TRUE
CF,Nemesis,5,1,Trash ,0,June,TRUE
HA,Nemesis,3,0,1 AFK teammate,0,June,TRUE
RF,Blight,3,0,,0,June,TRUE
MCM,Pyramid Head,4,1,1 hatch + 1 suicide,1,June,TRUE
DDS,Spirit,1,0,,0,June,TRUE
RF,Legion,4,1,1 suicide + Killer let us escape through the gates,0,June,TRUE
HAW,Myers,5,3,Farm at the end,0,June,TRUE
AVW,Spirit,5,2,Tunnel + Killer let us escape through the gates,0,June,TRUE
MCM,Nemesis,3,1,Tunnel + 2 unsafe unhooks + 1 hatch,1,June,TRUE
MCM,Spirit,5,2,Tunnel,0,June,TRUE
CF,Trickster,5,3,Adept + Tunnel,0,June,TRUE
MCM,Oni,1,0,Slugfest,0,June,TRUE
BWS,Nemesis,1,1,Tunnel + 1 hatch (given),1,June,TRUE
CF,Plague,5,3,Sandbag + Farm,0,June,TRUE
MCM,Plague,5,4,Killer stayed in the basement,0,June,TRUE
AVW,Huntress,2,0,Basement Camp,0,June,TRUE
CF,Deathslinger,5,3,Tunnel + Camp,0,June,TRUE
HA,Plague,4,0,Camp + Slugfest,0,June,TRUE
LER,Cannibal,4,1,DH + 2 Moris + 1 hatch,1,June,TRUE
AVW,Twins,2,0,Tunnel + 1 DC,0,June,TRUE
YAM,Doctor,4,0,Camp,0,June,TRUE
GID,Pyramid Head,5,1,,0,June,TRUE
RF,Pig,5,1,,0,June,TRUE
LER,Trickster,1,0,Idiot team,0,June,TRUE
LER,Myers,3,0,,0,June,TRUE
SH,Legion,2,0,Farm but actually no + Idiot team,0,June,TRUE
CF,Ghost Face,3,0,Tunnel +++++++ + Idiot team +++++,0,June,TRUE
BWS,Cannibal,5,2,Noob killer + Facecamp/Slugfest at the end,0,June,TRUE
RF,Cannibal,3,1,1 hatch + mega trash : ultimate facecamp,1,June,TRUE
HAW,Oni,0,0,Oni chainsaw massacre (basement slugfest),0,June,TRUE
GID,Myers,0,0,,0,June,TRUE
BWS,Doctor,5,3,,0,June,TRUE
LER,Pig,3,1,1 hatch,1,June,TRUE
AVW,Myers,3,1,Killer let us escape through the gates,0,June,TRUE
HAW,Hag,3,1,1 hatch,1,June,TRUE
BWS,Ghost Face,5,4,,0,June,TRUE
CP,Wraith,3,1,1 hatch,1,June,TRUE
LER,Pig,3,1,1 hatch + 2 Moris (DH),1,June,TRUE
BAP,Wraith,3,0,4 Moris (DH),0,June,TRUE
HA,Myers,2,0,Tombstone (2 Moris),0,June,TRUE
LER,Plague,5,2,Adept,0,June,TRUE
RCPD,Hillbilly,5,4,,0,July,TRUE
CF,Nemesis,2,1,3 DC at the very beginning -> farm,0,July,TRUE
YAM,Legion,5,1,Tunnel + Facecamp = Mega Trash,0,July,TRUE
YAM,Spirit,2,0,,0,July,TRUE
BWS,Deathslinger,3,0,1 DC,0,July,TRUE
BAP,Myers,2,0,Facecamp + kebab = real trash,0,July,TRUE
HAW,Spirit,2,0,Tunnel + Idiot team,0,July,TRUE
MCM,Nurse,3,0,Camp + Tunnel,0,July,TRUE
RF,Wraith,1,0,Idiot team,0,July,TRUE
BWS,Huntress,5,2,real trash + basement camp + NOED + Bloodwarden,0,July,TRUE
MCM,Spirit,2,0,1 DC at the very beginning,0,July,TRUE
YAM,Huntress,4,0,1 DC,0,July,TRUE
CP,Trapper,3,1,1 hatch (given),1,July,TRUE
DDS,Nurse,4,1,1 hatch,1,July,TRUE
CF,Blight,3,1,1 hatch + cheat (?),1,July,TRUE
YAM,Blight,1,0,,0,July,TRUE
AVW,Ghost Face,5,4,NOED,0,July,TRUE
OR,Demogorgon,5,0,,0,July,TRUE
HAW,Spirit,5,1,Camp + Tunnel,0,July,TRUE
MCM,Wraith,1,0,Massacre,0,July,TRUE
CF,Pyramid Head,5,1,Idiot team,0,July,TRUE
BWS,Cannibal,5,2,Bully but skilled team,0,July,TRUE
YAM,Huntress,4,0,Tunnel ++,0,July,TRUE
OR,Wraith,0,4,Instant Killer DC,0,July,TRUE
DDS,Freddy,5,4,Fake AFK who couldn't move +Idiot Team,0,July,TRUE
CF,Hillbilly,5,4,Farm+ cute killer,0,July,TRUE
SH,Demogorgon,4,1,1 hatch + Camp + Tunnel,1,July,TRUE
BWS,Legion,5,4,real trash,0,July,TRUE
HAW,Oni,4,2,1 DC + Killer DC,0,July,TRUE
BWS,Legion,2,0,Bad ping,0,July,TRUE
HAW,Doctor,2,0,1 DC,0,July,TRUE
CF,Huntress,4,0,,0,July,TRUE
CP,Nemesis,5,3,Camp + Tunnel,0,July,TRUE
DDS,Wraith,5,2,Tunnel +++,0,July,TRUE
DDS,Wraith,2,0,Massacre,0,July,TRUE
MCM,Huntress,4,0,Proxy Camp + Tunnel + NOED,0,July,TRUE
CP,Myers,5,4,Extremely stupid killer+ Killer DC at the end,0,July,TRUE
MCM,Wraith,3,0,,0,July,TRUE
DDS,Cannibal,5,4,,0,July,TRUE
BAP,Plague,3,0,Flashbang + 4 Moris,0,July,TRUE
BAP,Nemesis,5,1,BM at the end,0,July,TRUE
DDS,Pig,5,2,Stupid killer + teammate glitch,0,July,TRUE
DDS,Wraith,5,4,NOED + Camp but we still got him,0,July,TRUE
RCPD,Plague,5,3,,0,July,TRUE
BWS,Nurse,1,0,DH,0,July,TRUE
CF,Doctor,5,4,Stupid killer,0,July,TRUE
MCM,Doctor,3,0,,0,July,TRUE
RF,Nurse,5,4,Super proud moment : idiot team but unbreakable + save,0,July,TRUE
YAM,Ghost Face,5,2,Full Jil lobbyl + weird farm at the end,0,July,TRUE
CF,Myers,2,1,1 hatch + Slugfest/Massacre,1,July,TRUE
CF,Trickster,5,4,Really stupid killer,0,July,TRUE
SH,Hag,2,0,Idiot team,0,July,TRUE
BWS,Doctor,5,3,Camp,0,July,TRUE
HA,Legion,5,3,1 Mori (Rancor) + Basement camp ,0,July,TRUE
LER,Myers,4,0,Noob killer+ but we played around too much,0,July,TRUE
BWS,Clown,4,0,Idiot Team,0,July,TRUE
OR,Deathslinger,5,2,Idiot team,0,July,TRUE
GID,Myers,3,0,Double iridescent add-ons,0,July,TRUE
MCM,Pyramid Head,2,0,,0,July,TRUE
HA,Doctor,5,4,Camp,0,July,TRUE
MCM,Oni,3,0,,0,July,TRUE
CF,Spirit,5,4,Noob,0,July,TRUE
AVW,Myers,5,2,Proxy Camp,0,July,TRUE
CF,Clown,3,0,Mega toxic killer + Tunnel,0,July,TRUE
CF,Clown,4,1,Really fair killer + proud moment at the gates,0,July,TRUE
CF,Wraith,5,2,,0,July,TRUE
HA,Oni,5,4,loop god teammate,0,July,TRUE
CP,Oni,5,3,1 DC + AFK (only hitting),0,July,TRUE
CP,Trapper,3,0,Idiot team,0,July,TRUE
RF,Huntress,5,3,AFK (only hitting) + teammate didn't get out in time,0,July,TRUE
MCM,Spirit,5,1,Tunnel + Third Seal,0,July,TRUE
CF,Spirit,2,1,,0,July,TRUE
GID,Spirit,4,1,Killer let us escape through the gates+ same killer as the previous match,0,July,TRUE
LER,Huntress,2,1,1 hatch + Proxy Camp,1,July,TRUE
DDS,Nemesis,5,3,1 Mori + bad ping,0,July,TRUE
GID,Doctor,4,1,1 hatch (given) + bad ping,1,July,TRUE
LER,Nurse,5,4,Tunnel,0,July,TRUE
AVW,Pig,2,0,Mega toxic but wonderful team,0,July,TRUE
GID,Clown,5,4,,0,July,TRUE
AVW,Spirit,5,3,NOED + 1 Mori,0,July,TRUE
LER,Freddy,3,0,,0,July,TRUE
YAM,Doctor,5,3,Camp + NOED,0,July,TRUE
RF,Oni,5,1,Farm at the end but camp et kebab + 1 DC,0,July,TRUE
DDS,Plague,5,1,Tunnel + NOED,0,July,TRUE
RF,Doctor,3,1,Same killer as 3 matches prior + 2 DC + 1 hatch,1,July,TRUE
GID,Nemesis,5,3,,0,July,TRUE
OR,Ghost Face,3,0,1 AFK,0,July,TRUE
AVW,Hag,4,0,Proud moment,0,July,TRUE
MCM,Trapper,5,3,Camp + NOED + 1 DC,0,July,TRUE
YAM,Plague,5,4,NOED,0,July,TRUE
HAW,Wraith,4,0,real toxic killer,0,July,TRUE
BAP,Ghost Face,3,0,,0,July,TRUE
BWS,Deathslinger,4,1,1 DC + 1 hatch,1,July,TRUE
RF,Doctor,4,4,Killer with a horrible ping + Killer DC,0,July,TRUE
BWS,Doctor,3,0,,0,July,TRUE
AVW,Blight,3,4,Killer DC,0,July,TRUE
BWS,Deathslinger,3,0,,0,July,TRUE
DDS,Cannibal,5,0,,0,July,TRUE
CF,Legion,3,0,Sandbag,0,July,TRUE
RF,Doctor,5,0,,0,July,TRUE
DDS,Spirit,5,2,Tunnel + Camp + 1 Mori (Rancor),0,July,TRUE
YAM,Blight,5,2,,0,July,TRUE
RF,Wraith,5,4,,0,July,TRUE
CF,Trapper,2,1,1 DC + 1 hatch ,1,July,TRUE
BAP,Trickster,5,1,1 hatch,1,July,TRUE
OR,Nemesis,5,0,,0,July,TRUE
LER,Nemesis,4,0,Camp+ mega trash,0,July,TRUE
BAP,Hillbilly,0,4,Instant killer DC,0,July,TRUE
SH,Nurse,2,0,Tunnel + Idiot team,0,July,TRUE
